keyword,dict_type,category,subcategory,standard_sector,official_name,product_type,asset_class,market,country,currency,blue_chips,yahoo_ticker,market_bm,ind_bm,priority,note,updated_at
"도축, 육류 가공 및 저장 처리업",3.KSIC산업,제조업,"도축, 육류 가공 및 저장 처리업","제조업 / 도축, 육류 가공 및 저장 처리업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (도축, 육류 가공 및 저장 처리업)",2026-08-26T08:50:42.077439
동·식물성 유지 및 낙농제품 제조업,3.KSIC산업,철강금속,동·식물성 유지 및 낙농제품 제조업,철강금속 / 동·식물성 유지 및 낙농제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (동·식물성 유지 및 낙농제품 제조업),2026-08-26T08:50:42.077439
동물용 사료 및 조제식품 제조업,3.KSIC산업,철강금속,동물용 사료 및 조제식품 제조업,철강금속 / 동물용 사료 및 조제식품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (동물용 사료 및 조제식품 제조업),2026-08-26T08:50:42.077439
"떡, 빵 및 과자류 제조업",3.KSIC산업,제조업,"떡, 빵 및 과자류 제조업","제조업 / 떡, 빵 및 과자류 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (떡, 빵 및 과자류 제조업)",2026-08-26T08:50:42.077439
마그네틱 및 광학 매체 제조업,3.KSIC산업,제조업,마그네틱 및 광학 매체 제조업,제조업 / 마그네틱 및 광학 매체 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (마그네틱 및 광학 매체 제조업),2026-08-26T08:50:42.077439
무기 및 총포탄 제조업,3.KSIC산업,제조업,무기 및 총포탄 제조업,제조업 / 무기 및 총포탄 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,449450,50,KRX KSIC 공식 산업분류 (무기 및 총포탄 제조업),2026-08-26T08:50:42.077439
무점포 소매업,3.KSIC산업,제조업,무점포 소매업,제조업 / 무점포 소매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (무점포 소매업),2026-08-26T08:50:42.077439
반도체 제조업,3.KSIC산업,전기전자,반도체 제조업,전기전자 / 반도체 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,50,KRX KSIC 공식 산업분류 (반도체 제조업),2026-08-26T08:50:42.077439
방적 및 가공사 제조업,3.KSIC산업,제조업,방적 및 가공사 제조업,제조업 / 방적 및 가공사 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (방적 및 가공사 제조업),2026-08-26T08:50:42.077439
보험 및 연금관련 서비스업,3.KSIC산업,금융,보험 및 연금관련 서비스업,금융 / 보험 및 연금관련 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,140700,50,KRX KSIC 공식 산업분류 (보험 및 연금관련 서비스업),2026-08-26T08:50:42.077439
보험업,3.KSIC산업,금융,보험업,금융 / 보험업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,140700,50,KRX KSIC 공식 산업분류 (보험업),2026-08-26T08:50:42.077439
봉제의복 제조업,3.KSIC산업,자유소비재,봉제의복 제조업,자유소비재 / 봉제의복 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (봉제의복 제조업),2026-08-26T08:50:42.077439
부동산 임대 및 공급업,3.KSIC산업,철강금속,부동산 임대 및 공급업,철강금속 / 부동산 임대 및 공급업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (부동산 임대 및 공급업),2026-08-26T08:50:42.077439
"비료, 농약 및 살균, 살충제 제조업",3.KSIC산업,제조업,"비료, 농약 및 살균, 살충제 제조업","제조업 / 비료, 농약 및 살균, 살충제 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (비료, 농약 및 살균, 살충제 제조업)",2026-08-26T08:50:42.077439
비알코올음료 및 얼음 제조업,3.KSIC산업,필수소비재,비알코올음료 및 얼음 제조업,필수소비재 / 비알코올음료 및 얼음 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (비알코올음료 및 얼음 제조업),2026-08-26T08:50:42.077439
사업시설 유지·관리 서비스업,3.KSIC산업,제조업,사업시설 유지·관리 서비스업,제조업 / 사업시설 유지·관리 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (사업시설 유지·관리 서비스업),2026-08-26T08:50:42.077439
사진장비 및 광학기기 제조업,3.KSIC산업,산업재,사진장비 및 광학기기 제조업,산업재 / 사진장비 및 광학기기 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (사진장비 및 광학기기 제조업),2026-08-26T08:50:42.077439
산업용 기계 및 장비 임대업,3.KSIC산업,산업재,산업용 기계 및 장비 임대업,산업재 / 산업용 기계 및 장비 임대업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (산업용 기계 및 장비 임대업),2026-08-26T08:50:42.077439
산업용 농·축산물 및 동·식물 도매업,3.KSIC산업,철강금속,산업용 농·축산물 및 동·식물 도매업,철강금속 / 산업용 농·축산물 및 동·식물 도매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (산업용 농·축산물 및 동·식물 도매업),2026-08-26T08:50:42.077439
상품 종합 도매업,3.KSIC산업,제조업,상품 종합 도매업,제조업 / 상품 종합 도매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (상품 종합 도매업),2026-08-26T08:50:42.077439
상품 중개업,3.KSIC산업,제조업,상품 중개업,제조업 / 상품 중개업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (상품 중개업),2026-08-26T08:50:42.077439
생활용품 도매업,3.KSIC산업,제조업,생활용품 도매업,제조업 / 생활용품 도매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (생활용품 도매업),2026-08-26T08:50:42.077439
"서적, 잡지 및 기타 인쇄물 출판업",3.KSIC산업,제조업,"서적, 잡지 및 기타 인쇄물 출판업","제조업 / 서적, 잡지 및 기타 인쇄물 출판업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (서적, 잡지 및 기타 인쇄물 출판업)",2026-08-26T08:50:42.077439
석유 정제품 제조업,3.KSIC산업,화학소재,석유 정제품 제조업,화학소재 / 석유 정제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,50,KRX KSIC 공식 산업분류 (석유 정제품 제조업),2026-08-26T08:50:42.077439
선박 및 보트 건조업,3.KSIC산업,제조업,선박 및 보트 건조업,제조업 / 선박 및 보트 건조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,466920,50,KRX KSIC 공식 산업분류 (선박 및 보트 건조업),2026-08-26T08:50:42.077439
"섬유, 의복, 신발 및 가죽제품 소매업",3.KSIC산업,자유소비재,"섬유, 의복, 신발 및 가죽제품 소매업","자유소비재 / 섬유, 의복, 신발 및 가죽제품 소매업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (섬유, 의복, 신발 및 가죽제품 소매업)",2026-08-26T08:50:42.077439
"섬유제품 염색, 정리 및 마무리 가공업",3.KSIC산업,필수소비재,"섬유제품 염색, 정리 및 마무리 가공업","필수소비재 / 섬유제품 염색, 정리 및 마무리 가공업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (섬유제품 염색, 정리 및 마무리 가공업)",2026-08-26T08:50:42.077439
소프트웨어 개발 및 공급업,3.KSIC산업,IT서비스,소프트웨어 개발 및 공급업,IT서비스 / 소프트웨어 개발 및 공급업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,50,KRX KSIC 공식 산업분류 (소프트웨어 개발 및 공급업),2026-08-26T08:50:42.077439
수산물 가공 및 저장 처리업,3.KSIC산업,제조업,수산물 가공 및 저장 처리업,제조업 / 수산물 가공 및 저장 처리업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (수산물 가공 및 저장 처리업),2026-08-26T08:50:42.077439
스포츠 서비스업,3.KSIC산업,제조업,스포츠 서비스업,제조업 / 스포츠 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (스포츠 서비스업),2026-08-26T08:50:42.077439
"시멘트, 석회, 플라스터 및 그 제품 제조업",3.KSIC산업,제조업,"시멘트, 석회, 플라스터 및 그 제품 제조업","제조업 / 시멘트, 석회, 플라스터 및 그 제품 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (시멘트, 석회, 플라스터 및 그 제품 제조업)",2026-08-26T08:50:42.077439
시장조사 및 여론조사업,3.KSIC산업,제조업,시장조사 및 여론조사업,제조업 / 시장조사 및 여론조사업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (시장조사 및 여론조사업),2026-08-26T08:50:42.077439
신발 및 신발 부분품 제조업,3.KSIC산업,제조업,신발 및 신발 부분품 제조업,제조업 / 신발 및 신발 부분품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (신발 및 신발 부분품 제조업),2026-08-26T08:50:42.077439
신탁업 및 집합투자업,3.KSIC산업,금융,신탁업 및 집합투자업,금융 / 신탁업 및 집합투자업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (신탁업 및 집합투자업),2026-08-26T08:50:42.077439
실내건축 및 건축마무리 공사업,3.KSIC산업,제조업,실내건축 및 건축마무리 공사업,제조업 / 실내건축 및 건축마무리 공사업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,50,KRX KSIC 공식 산업분류 (실내건축 및 건축마무리 공사업),2026-08-26T08:50:42.077439
악기 제조업,3.KSIC산업,제조업,악기 제조업,제조업 / 악기 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (악기 제조업),2026-08-26T08:50:42.077439
알코올음료 제조업,3.KSIC산업,필수소비재,알코올음료 제조업,필수소비재 / 알코올음료 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (알코올음료 제조업),2026-08-26T08:50:42.077439
어로 어업,3.KSIC산업,제조업,어로 어업,제조업 / 어로 어업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (어로 어업),2026-08-26T08:50:42.077439
여행사 및 기타 여행보조 서비스업,3.KSIC산업,제조업,여행사 및 기타 여행보조 서비스업,제조업 / 여행사 및 기타 여행보조 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,KRX KSIC 공식 산업분류 (여행사 및 기타 여행보조 서비스업),2026-08-26T08:50:42.077439
연료 소매업,3.KSIC산업,제조업,연료 소매업,제조업 / 연료 소매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (연료 소매업),2026-08-26T08:50:42.077439
연료용 가스 제조 및 배관공급업,3.KSIC산업,제조업,연료용 가스 제조 및 배관공급업,제조업 / 연료용 가스 제조 및 배관공급업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,50,KRX KSIC 공식 산업분류 (연료용 가스 제조 및 배관공급업),2026-08-26T08:50:42.077439
영상 및 음향기기 제조업,3.KSIC산업,제조업,영상 및 음향기기 제조업,제조업 / 영상 및 음향기기 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (영상 및 음향기기 제조업),2026-08-26T08:50:42.077439
영상·오디오물 제공 서비스업,3.KSIC산업,제조업,영상·오디오물 제공 서비스업,제조업 / 영상·오디오물 제공 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (영상·오디오물 제공 서비스업),2026-08-26T08:50:42.077439
"영화, 비디오물, 방송프로그램 제작 및 배급업",3.KSIC산업,제조업,"영화, 비디오물, 방송프로그램 제작 및 배급업","제조업 / 영화, 비디오물, 방송프로그램 제작 및 배급업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,364970,50,"KRX KSIC 공식 산업분류 (영화, 비디오물, 방송프로그램 제작 및 배급업)",2026-08-26T08:50:42.077439
오디오물 출판 및 원판 녹음업,3.KSIC산업,제조업,오디오물 출판 및 원판 녹음업,제조업 / 오디오물 출판 및 원판 녹음업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (오디오물 출판 및 원판 녹음업),2026-08-26T08:50:42.077439
운동 및 경기용구 제조업,3.KSIC산업,철강금속,운동 및 경기용구 제조업,철강금속 / 운동 및 경기용구 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (운동 및 경기용구 제조업),2026-08-26T08:50:42.077439
운송장비 임대업,3.KSIC산업,운수장비,운송장비 임대업,운수장비 / 운송장비 임대업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,KRX KSIC 공식 산업분류 (운송장비 임대업),2026-08-26T08:50:42.077439
유리 및 유리제품 제조업,3.KSIC산업,제조업,유리 및 유리제품 제조업,제조업 / 유리 및 유리제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (유리 및 유리제품 제조업),2026-08-26T08:50:42.077439
유원지 및 기타 오락관련 서비스업,3.KSIC산업,제조업,유원지 및 기타 오락관련 서비스업,제조업 / 유원지 및 기타 오락관련 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (유원지 및 기타 오락관련 서비스업),2026-08-26T08:50:42.077439
육상 여객 운송업,3.KSIC산업,운수장비,육상 여객 운송업,운수장비 / 육상 여객 운송업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,50,KRX KSIC 공식 산업분류 (육상 여객 운송업),2026-08-26T08:50:42.077439
은행 및 저축기관,3.KSIC산업,금융,은행 및 저축기관,금융 / 은행 및 저축기관,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091170,50,KRX KSIC 공식 산업분류 (은행 및 저축기관),2026-08-26T08:50:42.077439
음·식료품 및 담배 도매업,3.KSIC산업,필수소비재,음·식료품 및 담배 도매업,필수소비재 / 음·식료품 및 담배 도매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (음·식료품 및 담배 도매업),2026-08-26T08:50:42.077439
음·식료품 및 담배 소매업,3.KSIC산업,필수소비재,음·식료품 및 담배 소매업,필수소비재 / 음·식료품 및 담배 소매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (음·식료품 및 담배 소매업),2026-08-26T08:50:42.077439
의료용 기기 제조업,3.KSIC산업,제약바이오,의료용 기기 제조업,제약바이오 / 의료용 기기 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (의료용 기기 제조업),2026-08-26T08:50:42.077439
의료용품 및 기타 의약 관련제품 제조업,3.KSIC산업,제약바이오,의료용품 및 기타 의약 관련제품 제조업,제약바이오 / 의료용품 및 기타 의약 관련제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (의료용품 및 기타 의약 관련제품 제조업),2026-08-26T08:50:42.077439
의복 액세서리 제조업,3.KSIC산업,자유소비재,의복 액세서리 제조업,자유소비재 / 의복 액세서리 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (의복 액세서리 제조업),2026-08-26T08:50:42.077439
의약품 제조업,3.KSIC산업,제약바이오,의약품 제조업,제약바이오 / 의약품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,50,KRX KSIC 공식 산업분류 (의약품 제조업),2026-08-26T08:50:42.077439
인쇄 및 인쇄관련 산업,3.KSIC산업,제조업,인쇄 및 인쇄관련 산업,제조업 / 인쇄 및 인쇄관련 산업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (인쇄 및 인쇄관련 산업),2026-08-26T08:50:42.077439
일반 교습 학원,3.KSIC산업,제조업,일반 교습 학원,제조업 / 일반 교습 학원,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (일반 교습 학원),2026-08-26T08:50:42.077439
일반 목적용 기계 제조업,3.KSIC산업,산업재,일반 목적용 기계 제조업,산업재 / 일반 목적용 기계 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (일반 목적용 기계 제조업),2026-08-26T08:50:42.077439
일반 및 생활 숙박시설 운영업,3.KSIC산업,제조업,일반 및 생활 숙박시설 운영업,제조업 / 일반 및 생활 숙박시설 운영업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (일반 및 생활 숙박시설 운영업),2026-08-26T08:50:42.077439
일차전지 및 이차전지 제조업,3.KSIC산업,제조업,일차전지 및 이차전지 제조업,제조업 / 일차전지 및 이차전지 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (일차전지 및 이차전지 제조업),2026-08-26T08:50:42.077439
자동차 부품 및 내장품 판매업,3.KSIC산업,운수장비,자동차 부품 및 내장품 판매업,운수장비 / 자동차 부품 및 내장품 판매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차 부품 및 내장품 판매업),2026-08-26T08:50:42.077439
자동차 신품 부품 제조업,3.KSIC산업,운수장비,자동차 신품 부품 제조업,운수장비 / 자동차 신품 부품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차 신품 부품 제조업),2026-08-26T08:50:42.077439
자동차 재제조 부품 제조업,3.KSIC산업,운수장비,자동차 재제조 부품 제조업,운수장비 / 자동차 재제조 부품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차 재제조 부품 제조업),2026-08-26T08:50:42.077439
자동차 차체나 트레일러 제조업,3.KSIC산업,운수장비,자동차 차체나 트레일러 제조업,운수장비 / 자동차 차체나 트레일러 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차 차체나 트레일러 제조업),2026-08-26T08:50:42.077439
자동차 판매업,3.KSIC산업,운수장비,자동차 판매업,운수장비 / 자동차 판매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차 판매업),2026-08-26T08:50:42.077439
자동차용 엔진 및 자동차 제조업,3.KSIC산업,운수장비,자동차용 엔진 및 자동차 제조업,운수장비 / 자동차용 엔진 및 자동차 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,50,KRX KSIC 공식 산업분류 (자동차용 엔진 및 자동차 제조업),2026-08-26T08:50:42.077439
"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",3.KSIC산업,IT서비스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","IT서비스 / 자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,50,"KRX KSIC 공식 산업분류 (자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업)",2026-08-26T08:50:42.077439
자연과학 및 공학 연구개발업,3.KSIC산업,제조업,자연과학 및 공학 연구개발업,제조업 / 자연과학 및 공학 연구개발업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (자연과학 및 공학 연구개발업),2026-08-26T08:50:42.077439
작물 재배업,3.KSIC산업,제조업,작물 재배업,제조업 / 작물 재배업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (작물 재배업),2026-08-26T08:50:42.077439
재 보험업,3.KSIC산업,금융,재 보험업,금융 / 재 보험업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,140700,50,KRX KSIC 공식 산업분류 (재 보험업),2026-08-26T08:50:42.077439
전구 및 조명장치 제조업,3.KSIC산업,제조업,전구 및 조명장치 제조업,제조업 / 전구 및 조명장치 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (전구 및 조명장치 제조업),2026-08-26T08:50:42.077439
전기 및 통신 공사업,3.KSIC산업,전기전자,전기 및 통신 공사업,전기전자 / 전기 및 통신 공사업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,50,KRX KSIC 공식 산업분류 (전기 및 통신 공사업),2026-08-26T08:50:42.077439
전기 통신업,3.KSIC산업,전기전자,전기 통신업,전기전자 / 전기 통신업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,50,KRX KSIC 공식 산업분류 (전기 통신업),2026-08-26T08:50:42.077439
전기업,3.KSIC산업,전기전자,전기업,전기전자 / 전기업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (전기업),2026-08-26T08:50:42.077439
"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",3.KSIC산업,전기전자,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전기전자 / 전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업)",2026-08-26T08:50:42.077439
전문디자인업,3.KSIC산업,제조업,전문디자인업,제조업 / 전문디자인업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (전문디자인업),2026-08-26T08:50:42.077439
전자부품 제조업,3.KSIC산업,전기전자,전자부품 제조업,전기전자 / 전자부품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,455850,50,KRX KSIC 공식 산업분류 (전자부품 제조업),2026-08-26T08:50:42.077439
절연선 및 케이블 제조업,3.KSIC산업,제조업,절연선 및 케이블 제조업,제조업 / 절연선 및 케이블 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (절연선 및 케이블 제조업),2026-08-26T08:50:42.077439
제재 및 목재 가공업,3.KSIC산업,제조업,제재 및 목재 가공업,제조업 / 제재 및 목재 가공업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (제재 및 목재 가공업),2026-08-26T08:50:42.077439
종합 소매업,3.KSIC산업,제조업,종합 소매업,제조업 / 종합 소매업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (종합 소매업),2026-08-26T08:50:42.077439
"증기, 냉·온수 및 공기조절 공급업",3.KSIC산업,제조업,"증기, 냉·온수 및 공기조절 공급업","제조업 / 증기, 냉·온수 및 공기조절 공급업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (증기, 냉·온수 및 공기조절 공급업)",2026-08-26T08:50:42.077439
직물직조 및 직물제품 제조업,3.KSIC산업,제조업,직물직조 및 직물제품 제조업,제조업 / 직물직조 및 직물제품 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (직물직조 및 직물제품 제조업),2026-08-26T08:50:42.077439
창작 및 예술관련 서비스업,3.KSIC산업,제조업,창작 및 예술관련 서비스업,제조업 / 창작 및 예술관련 서비스업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (창작 및 예술관련 서비스업),2026-08-26T08:50:42.077439
초등 교육기관,3.KSIC산업,제조업,초등 교육기관,제조업 / 초등 교육기관,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (초등 교육기관),2026-08-26T08:50:42.077439
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",3.KSIC산업,제조업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","제조업 / 측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외)",2026-08-26T08:50:42.077439
컴퓨터 및 주변장치 제조업,3.KSIC산업,제조업,컴퓨터 및 주변장치 제조업,제조업 / 컴퓨터 및 주변장치 제조업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (컴퓨터 및 주변장치 제조업),2026-08-26T08:50:42.077439
"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3.KSIC산업,제조업,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","제조업 / 컴퓨터 프로그래밍, 시스템 통합 및 관리업",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,"KRX KSIC 공식 산업분류 (컴퓨터 프로그래밍, 시스템 통합 및 관리업)",2026-08-26T08:50:42.077439
텔레비전 방송업,3.KSIC산업,제조업,텔레비전 방송업,제조업 / 텔레비전 방송업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,50,KRX KSIC 공식 산업분류 (텔레비전 방송업),2026-08-26T08:50:42.077439
토목 건설업,3.KSIC산업,제조업,토목 건설업,제조업 / 토목 건설업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117700,50,KRX KSIC 공식 산업분류 (토목 건설업),2026-08-26T08:50:42.077439
